Gemeinde, Frauen  +/- pro 100,20-24  jährigeFrauen +/- pro 100,25-29  jährigeFrauen +/- pro 100,30-34  jährigeFrauen +/- pro 100,35-39  jährigeFrauen +/- pro 100,40-44  jährigeFrauen +/- pro 100,45-49  jährigeFrauen +/- pro 100,50-54  jährigeFrauen +/- pro 100,55-59  jährigeFrauen +/- pro 100,60-64  jährigeFrauen +/- pro 100,65-69  jährigeFrauen +/- pro 100,70-74  jährigeFrauen +/- pro 100,75-79  jährigeFrauen +/- pro 100,80-84  jährigeFrauen +/- pro 100,85-89  jährigeFrauen +/- pro 100,90-94  jährigeFrauen +/- pro 100, Männer  +/- pro 100,20-24  jährigeMänner +/- pro 100,25-29  jährigeMänner +/- pro 100,30-34  jährigeMänner +/- pro 100,35-39  jährigeMänner +/- pro 100,40-44  jährigeMänner +/- pro 100,45-49  jährigeMänner +/- pro 100,50-54  jährigeMänner +/- pro 100,55-59  jährigeMänner +/- pro 100,60-64  jährigeMänner +/- pro 100,65-69  jährigeMänner +/- pro 100,70-74  jährigeMänner +/- pro 100,75-79  jährigeMänner +/- pro 100,80-84  jährigeMänner +/- pro 100,85-89  jährigeMänner +/- pro 100,90-94  jährigeMänner +/- pro 100
Mutrux,1.3,-3.2,-1.3,1.3,-1.9,-0.6,0.6,0.6,0.6,-0.6,1.3,0.0,0.6,1.3,0.0,0.6,-1.3,3.2,1.3,-1.3,1.9,0.6,-0.6,-0.6,-0.6,0.6,-1.3,0.0,-0.6,-1.3,0.0,-0.6
Novalles,0.0,2.9,-2.0,0.0,-1.0,-2.0,-2.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,-2.9,2.0,0.0,1.0,2.0,2.0,-1.0,-1.0,-2.0,0.0,-2.0,0.0,-1.0,-1.0,0.0
Onnens (VD),1.6,0.6,-0.8,-0.4,0.4,-0.8,-0.2,-0.6,0.4,0.2,0.8,1.2,0.0,-0.4,0.0,0.4,-1.6,-0.6,0.8,0.4,-0.4,0.8,0.2,0.6,-0.4,-0.2,-0.8,-1.2,0.0,0.4,0.0,-0.4
Provence,-3.9,-2.1,0.5,-1.6,-1.0,-0.8,0.0,-0.8,-1.0,-0.5,-0.5,0.5,0.3,0.8,0.3,0.5,3.9,2.1,-0.5,1.6,1.0,0.8,0.0,0.8,1.0,0.5,0.5,-0.5,-0.3,-0.8,-0.3,-0.5
Sainte-Croix,0.0,-0.9,-0.8,-0.9,-0.6,-0.5,0.2,0.0,0.0,-0.0,0.3,0.7,0.8,1.0,1.0,0.8,0.0,0.9,0.8,0.9,0.6,0.5,-0.2,-0.0,-0.0,0.0,-0.3,-0.7,-0.8,-1.0,-1.0,-0.8
Tévenon,4.0,-0.5,0.1,-0.4,0.5,-0.6,-0.7,0.7,0.4,0.1,-0.5,0.4,0.7,0.9,1.2,0.6,-4.0,0.5,-0.1,0.4,-0.5,0.6,0.7,-0.7,-0.4,-0.1,0.5,-0.4,-0.7,-0.9,-1.2,-0.6
L'Abergement,-2.4,-1.2,-2.0,-1.2,0.4,0.4,0.8,0.0,-1.2,0.0,1.2,0.0,0.0,0.8,2.4,0.0,2.4,1.2,2.0,1.2,-0.4,-0.4,-0.8,0.0,1.2,0.0,-1.2,0.0,0.0,-0.8,-2.4,0.0
Agiez,7.7,1.9,-1.6,-1.3,0.6,0.6,-1.0,1.0,1.9,1.3,-0.6,0.3,0.0,-0.3,0.0,0.0,-7.7,-1.9,1.6,1.3,-0.6,-0.6,1.0,-1.0,-1.9,-1.3,0.6,-0.3,0.0,0.3,0.0,0.0
Arnex-sur-Orbe,-0.6,-0.2,-0.8,-0.2,0.2,-0.3,0.2,0.3,0.2,0.2,-0.6,0.3,0.2,0.6,0.6,0.3,0.6,0.2,0.8,0.2,-0.2,0.3,-0.2,-0.3,-0.2,-0.2,0.6,-0.3,-0.2,-0.6,-0.6,-0.3
Ballaigues,2.1,-0.4,-0.5,-0.7,-0.4,-0.4,0.3,-0.7,0.1,-0.3,0.1,1.4,0.6,0.7,0.3,0.7,-2.1,0.4,0.5,0.7,0.4,0.4,-0.3,0.7,-0.1,0.3,-0.1,-1.4,-0.6,-0.7,-0.3,-0.7
Baulmes,0.6,-1.0,-0.5,0.1,-0.2,0.4,-0.3,0.6,0.0,0.1,-0.1,-0.4,1.0,0.3,0.7,0.7,-0.6,1.0,0.5,-0.1,0.2,-0.4,0.3,-0.6,0.0,-0.1,0.1,0.4,-1.0,-0.3,-0.7,-0.7
Bavois,-1.3,-1.6,-1.4,-0.3,-0.3,0.6,-0.6,0.2,-0.1,-0.2,-0.1,-0.1,0.6,0.3,0.4,0.2,1.3,1.6,1.4,0.3,0.3,-0.6,0.6,-0.2,0.1,0.2,0.1,0.1,-0.6,-0.3,-0.4,-0.2
Bofflens,-3.7,0.0,1.1,-2.7,0.5,-1.1,0.0,-1.1,0.5,0.0,0.5,0.5,1.1,-0.5,0.0,0.5,3.7,0.0,-1.1,2.7,-0.5,1.1,0.0,1.1,-0.5,0.0,-0.5,-0.5,-1.1,0.5,0.0,-0.5
Bretonnières,5.5,-0.8,0.0,0.4,0.8,-0.4,0.0,0.0,0.8,0.0,0.0,0.4,-0.4,0.8,0.4,1.2,-5.5,0.8,0.0,-0.4,-0.8,0.4,0.0,0.0,-0.8,0.0,0.0,-0.4,0.4,-0.8,-0.4,-1.2
Chavornay,-1.3,-0.1,0.3,-0.8,-0.2,-0.3,-0.2,0.4,0.1,0.0,0.4,0.4,0.1,0.4,0.2,0.1,1.3,0.1,-0.3,0.8,0.2,0.3,0.2,-0.4,-0.1,-0.0,-0.4,-0.4,-0.1,-0.4,-0.2,-0.1
Les Clées,1.6,-1.1,1.6,-1.1,-1.1,0.0,0.0,0.0,-1.1,1.1,1.1,0.5,0.0,0.0,1.1,0.0,-1.6,1.1,-1.6,1.1,1.1,0.0,0.0,0.0,1.1,-1.1,-1.1,-0.5,0.0,0.0,-1.1,0.0
Corcelles-sur-Chavornay,-0.3,-1.4,-1.1,-1.1,0.3,1.1,0.0,0.6,0.0,-0.6,1.1,-0.6,-0.6,0.8,0.6,0.0,0.3,1.4,1.1,1.1,-0.3,-1.1,0.0,-0.6,0.0,0.6,-1.1,0.6,0.6,-0.8,-0.6,0.0
Croy,8.4,1.5,-0.3,-0.9,0.9,0.6,-0.3,1.2,0.6,0.3,-0.3,-0.3,0.3,2.1,1.8,1.2,-8.4,-1.5,0.3,0.9,-0.9,-0.6,0.3,-1.2,-0.6,-0.3,0.3,0.3,-0.3,-2.1,-1.8,-1.2
Juriens,6.3,-0.7,-1.3,0.0,0.0,0.3,0.0,0.7,-0.3,0.3,0.0,0.0,1.7,1.3,0.3,-0.3,-6.3,0.7,1.3,0.0,0.0,-0.3,0.0,-0.7,0.3,-0.3,0.0,0.0,-1.7,-1.3,-0.3,0.3
Lignerolle,-6.4,-1.3,-1.8,0.0,0.0,-0.3,0.3,-0.3,-1.3,0.5,0.5,-0.5,0.3,0.5,0.3,-0.5,6.4,1.3,1.8,0.0,0.0,0.3,-0.3,0.3,1.3,-0.5,-0.5,0.5,-0.3,-0.5,-0.3,0.5
Montcherand,3.2,-0.6,-2.5,0.4,-0.4,-0.8,1.3,0.2,0.2,0.8,-0.8,0.0,1.1,0.2,1.3,0.2,-3.2,0.6,2.5,-0.4,0.4,0.8,-1.3,-0.2,-0.2,-0.8,0.8,0.0,-1.1,-0.2,-1.3,-0.2
Orbe,2.1,0.1,-0.5,-0.6,-0.0,-0.2,0.0,0.3,0.4,0.2,0.4,0.6,0.5,0.5,0.6,0.3,-2.1,-0.1,0.5,0.6,0.0,0.2,0.0,-0.3,-0.4,-0.2,-0.4,-0.6,-0.5,-0.5,-0.6,-0.3
La Praz,-2.5,-1.2,1.2,1.2,0.0,0.6,-1.9,-2.5,0.0,0.6,0.0,-0.6,0.0,0.0,-0.6,0.0,2.5,1.2,-1.2,-1.2,0.0,-0.6,1.9,2.5,0.0,-0.6,0.0,0.6,0.0,0.0,0.6,0.0
Premier,-4.3,-1.1,-3.2,-1.1,0.0,-1.1,-2.2,3.8,1.6,0.0,-0.5,0.5,0.5,0.5,1.1,0.5,4.3,1.1,3.2,1.1,0.0,1.1,2.2,-3.8,-1.6,0.0,0.5,-0.5,-0.5,-0.5,-1.1,-0.5
Rances,-2.8,-0.9,-0.2,-0.2,-0.4,0.0,-0.9,0.4,1.7,-1.1,0.9,-0.4,0.0,0.9,0.4,-0.4,2.8,0.9,0.2,0.2,0.4,0.0,0.9,-0.4,-1.7,1.1,-0.9,0.4,0.0,-0.9,-0.4,0.4
Romainmôtier-Envy,2.1,-0.6,0.4,-0.6,0.0,0.0,-1.1,0.0,1.1,0.9,0.6,0.8,0.2,0.8,0.4,0.0,-2.1,0.6,-0.4,0.6,0.0,0.0,1.1,0.0,-1.1,-0.9,-0.6,-0.8,-0.2,-0.8,-0.4,0.0
Sergey,-6.9,-2.1,0.0,0.7,2.1,0.0,-1.4,-1.4,3.5,0.0,0.7,-1.4,0.0,0.0,0.7,0.7,6.9,2.1,0.0,-0.7,-2.1,0.0,1.4,1.4,-3.5,0.0,-0.7,1.4,0.0,0.0,-0.7,-0.7
Valeyres-sous-Rances,-1.3,-0.5,-0.2,-0.2,-0.5,0.2,0.3,0.3,-0.2,-0.3,0.0,0.5,0.5,0.3,1.0,0.2,1.3,0.5,0.2,0.2,0.5,-0.2,-0.3,-0.3,0.2,0.3,0.0,-0.5,-0.5,-0.3,-1.0,-0.2
Vallorbe,-0.1,-0.9,-0.5,-0.7,-0.2,-0.7,-0.2,0.0,0.2,0.4,0.5,0.1,0.6,0.7,0.8,0.3,0.1,0.9,0.5,0.7,0.2,0.7,0.2,-0.0,-0.2,-0.4,-0.5,-0.1,-0.6,-0.7,-0.8,-0.3
Vaulion,2.5,-0.6,-1.0,0.0,-0.2,-1.0,1.0,0.4,-1.0,-0.6,0.2,-0.6,1.2,0.2,1.4,1.2,-2.5,0.6,1.0,0.0,0.2,1.0,-1.0,-0.4,1.0,0.6,-0.2,0.6,-1.2,-0.2,-1.4,-1.2
Vuiteboeuf,-1.8,2.0,-1.5,-2.2,-0.9,0.2,-0.6,1.3,-0.2,0.4,0.0,0.7,0.4,0.2,0.0,0.0,1.8,-2.0,1.5,2.2,0.9,-0.2,0.6,-1.3,0.2,-0.4,0.0,-0.7,-0.4,-0.2,0.0,0.0
L'Abbaye,2.0,0.2,-0.8,-0.3,0.3,-0.5,0.4,0.3,0.2,-1.4,0.5,0.6,0.1,1.4,1.3,0.6,-2.0,-0.2,0.8,0.3,-0.3,0.5,-0.4,-0.3,-0.2,1.4,-0.5,-0.6,-0.1,-1.4,-1.3,-0.6
Le Chenit,0.6,-0.3,-0.7,-0.8,-0.5,-0.6,0.0,-0.4,0.4,0.2,0.3,0.5,1.0,1.1,0.9,0.5,-0.6,0.3,0.7,0.8,0.5,0.6,0.0,0.4,-0.4,-0.2,-0.3,-0.5,-1.0,-1.1,-0.9,-0.5
Le Lieu,-2.5,-0.5,-1.6,-0.9,-0.4,-0.6,0.4,0.2,0.2,-0.4,0.2,0.8,0.1,0.8,0.5,0.9,2.5,0.5,1.6,0.9,0.4,0.6,-0.4,-0.2,-0.2,0.4,-0.2,-0.8,-0.1,-0.8,-0.5,-0.9
Belmont-sur-Yverdon,-5.1,-1.6,-0.3,-0.3,-1.4,-0.3,0.3,-2.2,1.1,-0.3,1.1,0.3,-0.5,0.5,-0.5,1.1,5.1,1.6,0.3,0.3,1.4,0.3,-0.3,2.2,-1.1,0.3,-1.1,-0.3,0.5,-0.5,0.5,-1.1
Bioley-Magnoux,-4.5,-1.5,-1.0,-1.0,1.0,-0.5,1.0,0.0,-0.5,-2.5,-0.5,0.0,0.5,2.5,1.5,0.5,4.5,1.5,1.0,1.0,-1.0,0.5,-1.0,0.0,0.5,2.5,0.5,0.0,-0.5,-2.5,-1.5,-0.5
Chamblon,-5.8,1.6,-2.6,-2.1,-0.4,-0.7,-0.4,0.4,-1.6,0.4,0.2,-0.4,0.4,0.5,0.4,1.1,5.8,-1.6,2.6,2.1,0.4,0.7,0.4,-0.4,1.6,-0.4,-0.2,0.4,-0.4,-0.5,-0.4,-1.1
Champvent,-0.3,-0.3,-1.3,-1.0,0.5,-0.3,0.0,-0.6,-0.3,0.2,-0.3,0.3,0.2,0.6,0.8,0.5,0.3,0.3,1.3,1.0,-0.5,0.3,0.0,0.6,0.3,-0.2,0.3,-0.3,-0.2,-0.6,-0.8,-0.5
Chavannes-le-Chêne,2.5,-2.2,-1.8,-0.4,-0.7,0.4,0.7,-0.7,-0.7,1.4,-1.1,1.4,-1.1,1.8,0.7,0.4,-2.5,2.2,1.8,0.4,0.7,-0.4,-0.7,0.7,0.7,-1.4,1.1,-1.4,1.1,-1.8,-0.7,-0.4
Chêne-Pâquier,2.4,-0.8,-0.8,0.8,0.0,0.8,-0.8,0.0,1.6,0.0,1.6,0.8,0.0,-0.8,0.0,0.0,-2.4,0.8,0.8,-0.8,0.0,-0.8,0.8,0.0,-1.6,0.0,-1.6,-0.8,0.0,0.8,0.0,0.0
Cheseaux-Noréaz,-4.8,0.0,0.2,0.0,-0.3,0.0,-0.8,-0.6,0.6,-0.5,0.3,0.5,0.5,0.2,0.8,-0.2,4.8,0.0,-0.2,0.0,0.3,0.0,0.8,0.6,-0.6,0.5,-0.3,-0.5,-0.5,-0.2,-0.8,0.2
Cronay,-1.4,-0.5,0.8,-0.5,0.3,0.5,-0.3,-0.3,-0.5,0.0,-0.5,0.8,0.0,1.1,0.3,0.0,1.4,0.5,-0.8,0.5,-0.3,-0.5,0.3,0.3,0.5,0.0,0.5,-0.8,0.0,-1.1,-0.3,0.0
Cuarny,-2.3,-0.9,-0.9,0.0,-1.9,-1.4,-0.9,0.9,1.4,-1.4,-0.5,0.0,0.0,0.5,0.5,0.9,2.3,0.9,0.9,0.0,1.9,1.4,0.9,-0.9,-1.4,1.4,0.5,0.0,0.0,-0.5,-0.5,-0.9
Démoret,-4.1,0.8,-1.6,-1.6,0.0,-0.8,-0.8,-1.6,0.8,-1.6,0.8,1.6,0.0,0.8,1.6,0.0,4.1,-0.8,1.6,1.6,0.0,0.8,0.8,1.6,-0.8,1.6,-0.8,-1.6,0.0,-0.8,-1.6,0.0
Donneloye,0.1,-0.8,-1.2,-0.9,0.3,-0.5,0.3,-0.3,-0.5,0.7,-0.1,-0.1,0.1,0.9,0.9,0.0,-0.1,0.8,1.2,0.9,-0.3,0.5,-0.3,0.3,0.5,-0.7,0.1,0.1,-0.1,-0.9,-0.9,0.0
Ependes (VD),1.4,-0.6,0.0,-0.3,0.3,-0.3,1.2,1.2,-0.3,0.3,-0.3,0.6,-0.9,-0.3,-0.3,0.0,-1.4,0.6,0.0,0.3,-0.3,0.3,-1.2,-1.2,0.3,-0.3,0.3,-0.6,0.9,0.3,0.3,0.0
Essert-Pittet,-7.9,1.2,-6.1,-0.6,-0.6,0.6,0.6,-1.8,-1.8,0.6,1.2,-0.6,1.2,0.6,-1.2,0.0,7.9,-1.2,6.1,0.6,0.6,-0.6,-0.6,1.8,1.8,-0.6,-1.2,0.6,-1.2,-0.6,1.2,0.0
Mathod,-3.8,-2.7,-0.7,-1.0,-0.7,0.5,-0.7,0.3,-0.2,0.0,0.3,0.3,0.9,0.9,0.3,0.0,3.8,2.7,0.7,1.0,0.7,-0.5,0.7,-0.3,0.2,0.0,-0.3,-0.3,-0.9,-0.9,-0.3,0.0
Molondin,3.1,-1.8,2.2,-1.8,0.4,-0.4,0.4,-0.9,-1.8,0.4,-0.9,0.4,0.9,-0.4,0.4,0.9,-3.1,1.8,-2.2,1.8,-0.4,0.4,-0.4,0.9,1.8,-0.4,0.9,-0.4,-0.9,0.4,-0.4,-0.9
Montagny-près-Yverdon,-1.5,0.1,-1.4,-0.1,-0.7,-0.1,0.8,0.1,-0.6,-0.3,-0.4,0.4,0.6,1.0,0.4,0.3,1.5,-0.1,1.4,0.1,0.7,0.1,-0.8,-0.1,0.6,0.3,0.4,-0.4,-0.6,-1.0,-0.4,-0.3
Orges,-2.9,-1.8,-0.7,0.0,-0.4,-1.5,0.4,-0.4,0.4,0.0,0.0,0.4,0.0,1.1,0.7,-0.4,2.9,1.8,0.7,0.0,0.4,1.5,-0.4,0.4,-0.4,0.0,0.0,-0.4,0.0,-1.1,-0.7,0.4
Orzens,5.7,2.8,-0.5,-1.9,-0.9,0.5,0.9,0.5,-0.5,0.9,0.0,0.0,0.0,2.8,0.9,0.0,-5.7,-2.8,0.5,1.9,0.9,-0.5,-0.9,-0.5,0.5,-0.9,0.0,0.0,0.0,-2.8,-0.9,0.0
Pomy,-1.0,-1.0,-0.4,0.5,0.3,0.0,-0.8,0.3,-0.1,-0.1,0.3,0.3,-0.1,0.0,0.1,0.5,1.0,1.0,0.4,-0.5,-0.3,0.0,0.8,-0.3,0.1,0.1,-0.3,-0.3,0.1,0.0,-0.1,-0.5
Rovray,4.0,0.6,0.6,-0.6,0.0,-1.1,1.1,2.3,0.6,-0.6,-1.1,0.0,-1.1,0.0,0.6,1.1,-4.0,-0.6,-0.6,0.6,0.0,1.1,-1.1,-2.3,-0.6,0.6,1.1,0.0,1.1,0.0,-0.6,-1.1
Suchy,-2.6,-0.7,0.6,0.7,-0.7,-0.6,-0.4,0.7,0.6,-0.4,-0.2,0.2,0.2,0.7,0.4,-0.2,2.6,0.7,-0.6,-0.7,0.7,0.6,0.4,-0.7,-0.6,0.4,0.2,-0.2,-0.2,-0.7,-0.4,0.2
Suscévaz,1.0,4.0,-0.5,-0.5,0.0,-0.5,-0.5,0.5,1.5,1.5,-0.5,0.0,0.0,0.5,0.5,-0.5,-1.0,-4.0,0.5,0.5,0.0,0.5,0.5,-0.5,-1.5,-1.5,0.5,0.0,0.0,-0.5,-0.5,0.5
Treycovagnes,4.8,-0.2,0.0,0.6,-1.3,-0.2,0.0,0.9,0.4,0.2,0.6,0.2,0.4,0.9,0.2,0.2,-4.8,0.2,0.0,-0.6,1.3,0.2,0.0,-0.9,-0.4,-0.2,-0.6,-0.2,-0.4,-0.9,-0.2,-0.2
Ursins,2.9,1.5,-1.0,-1.0,0.0,1.0,-1.0,0.0,1.0,-1.5,0.5,1.5,0.5,1.0,0.5,0.5,-2.9,-1.5,1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.5,-0.5,-1.5,-0.5,-1.0,-0.5,-0.5
Valeyres-sous-Montagny,0.0,-0.6,-1.1,-1.7,0.0,-0.5,0.9,-0.8,-1.7,0.0,0.3,0.8,0.2,1.1,0.6,0.6,0.0,0.6,1.1,1.7,0.0,0.5,-0.9,0.8,1.7,0.0,-0.3,-0.8,-0.2,-1.1,-0.6,-0.6
Valeyres-sous-Ursins,-2.0,0.0,-1.2,0.0,0.4,-0.4,0.4,0.0,-0.4,-0.4,0.4,0.4,0.4,-0.4,0.0,0.4,2.0,0.0,1.2,0.0,-0.4,0.4,-0.4,0.0,0.4,0.4,-0.4,-0.4,-0.4,0.4,0.0,-0.4
Villars-Epeney,-5.6,0.0,-1.1,0.0,0.0,0.0,0.0,2.2,-1.1,-1.1,-1.1,0.0,0.0,0.0,-1.1,1.1,5.6,0.0,1.1,0.0,0.0,0.0,0.0,-2.2,1.1,1.1,1.1,0.0,0.0,0.0,1.1,-1.1
Vugelles-La Mothe,7.4,-4.4,0.0,1.5,-0.7,1.5,0.7,-2.2,-0.7,0.0,0.7,0.7,2.2,0.0,1.5,0.0,-7.4,4.4,0.0,-1.5,0.7,-1.5,-0.7,2.2,0.7,0.0,-0.7,-0.7,-2.2,0.0,-1.5,0.0
Yverdon-les-Bains,2.9,-0.2,-0.8,-0.6,-0.3,-0.0,0.0,0.3,0.3,0.5,0.6,0.7,0.8,0.8,0.8,0.5,-2.9,0.2,0.8,0.6,0.3,0.0,-0.0,-0.3,-0.3,-0.5,-0.6,-0.7,-0.8,-0.8,-0.8,-0.5
Yvonand,2.6,-0.3,-0.4,-0.5,0.0,0.1,0.6,0.1,0.1,0.3,0.3,0.2,0.6,0.9,0.9,0.5,-2.6,0.3,0.4,0.5,0.0,-0.1,-0.6,-0.1,-0.1,-0.3,-0.3,-0.2,-0.6,-0.9,-0.9,-0.5
Cheseaux-sur-Lausanne,0.8,-0.6,-0.6,-0.2,-0.3,-0.1,0.2,-0.1,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.2,-0.8,0.6,0.6,0.2,0.3,0.1,-0.2,0.1,-0.4,-0.5,-0.4,-0.4,-0.4,-0.4,-0.4,-0.2
Epalinges,4.1,0.0,0.0,-0.1,-0.1,0.0,0.2,0.4,0.3,0.6,0.7,0.5,0.6,0.6,0.3,0.4,-4.1,-0.0,0.0,0.1,0.1,-0.0,-0.2,-0.4,-0.3,-0.6,-0.7,-0.5,-0.6,-0.6,-0.3,-0.4
Jouxtens-Mézery,-0.1,-0.1,0.0,-0.6,0.4,-0.5,0.2,-0.4,0.6,-0.3,0.2,0.4,0.3,0.3,0.6,0.1,0.1,0.1,0.0,0.6,-0.4,0.5,-0.2,0.4,-0.6,0.3,-0.2,-0.4,-0.3,-0.3,-0.6,-0.1
Lausanne,4.3,-0.2,-0.2,-0.3,-0.2,-0.2,0.2,0.3,0.4,0.5,0.7,0.7,0.7,0.8,0.8,0.5,-4.3,0.2,0.2,0.3,0.2,0.2,-0.2,-0.3,-0.4,-0.5,-0.7,-0.7,-0.7,-0.8,-0.8,-0.5
Le Mont-sur-Lausanne,1.7,0.2,-0.3,-0.2,-0.4,0.0,0.0,0.2,0.2,0.2,0.3,0.4,0.3,0.6,0.6,0.2,-1.7,-0.2,0.3,0.2,0.4,-0.0,0.0,-0.2,-0.2,-0.2,-0.3,-0.4,-0.3,-0.6,-0.6,-0.2
Romanel-sur-Lausanne,1.0,-0.7,-0.2,-0.4,-0.3,-0.4,0.5,0.3,0.4,0.5,0.7,0.6,0.3,0.5,0.5,0.2,-1.0,0.7,0.2,0.4,0.3,0.4,-0.5,-0.3,-0.4,-0.5,-0.7,-0.6,-0.3,-0.5,-0.5,-0.2
Belmont-sur-Lausanne,-1.8,-0.5,-0.6,-1.0,0.0,-0.4,0.1,0.2,0.6,0.1,0.1,0.2,0.4,0.1,0.2,0.0,1.8,0.5,0.6,1.0,-0.0,0.4,-0.1,-0.2,-0.6,-0.1,-0.1,-0.2,-0.4,-0.1,-0.2,-0.0
Paudex,3.7,-0.4,0.4,-0.8,0.2,-0.1,-0.5,0.3,0.6,0.9,0.3,0.0,1.1,0.5,0.5,0.3,-3.7,0.4,-0.4,0.8,-0.2,0.1,0.5,-0.3,-0.6,-0.9,-0.3,0.0,-1.1,-0.5,-0.5,-0.3
Pully,6.2,-0.3,-0.3,-0.2,0.1,0.3,0.3,0.6,0.4,0.6,1.1,1.1,0.9,0.9,0.8,0.6,-6.2,0.3,0.3,0.2,-0.1,-0.3,-0.3,-0.6,-0.4,-0.6,-1.1,-1.1,-0.9,-0.9,-0.8,-0.6
Chexbres,6.5,0.1,-1.1,-0.3,0.0,0.2,0.4,0.6,0.4,0.9,0.7,1.5,0.8,1.6,1.3,0.8,-6.5,-0.1,1.1,0.3,0.0,-0.2,-0.4,-0.6,-0.4,-0.9,-0.7,-1.5,-0.8,-1.6,-1.3,-0.8
Forel (Lavaux),2.0,-0.3,0.1,-0.1,-0.2,-0.0,-0.3,0.1,0.5,0.2,0.8,0.1,0.2,0.1,0.3,0.1,-2.0,0.3,-0.1,0.1,0.2,0.0,0.3,-0.1,-0.5,-0.2,-0.8,-0.1,-0.2,-0.1,-0.3,-0.1
Lutry,4.7,-0.5,-0.2,-0.2,0.1,-0.1,0.1,0.3,0.2,0.4,0.6,0.6,0.7,1.0,0.8,0.9,-4.7,0.5,0.2,0.2,-0.1,0.1,-0.1,-0.3,-0.2,-0.4,-0.6,-0.6,-0.7,-1.0,-0.8,-0.9
Puidoux,-0.7,-1.0,-0.4,-0.8,0.2,-0.1,-0.3,0.1,-0.2,-0.1,0.4,0.2,0.2,0.0,0.2,0.1,0.7,1.0,0.4,0.8,-0.2,0.1,0.3,-0.1,0.2,0.1,-0.4,-0.2,-0.2,-0.0,-0.2,-0.1
Rivaz,-1.7,-0.3,-0.3,-0.8,-2.5,0.6,0.6,-0.3,-0.3,-0.3,0.6,0.6,0.3,0.8,1.1,0.6,1.7,0.3,0.3,0.8,2.5,-0.6,-0.6,0.3,0.3,0.3,-0.6,-0.6,-0.3,-0.8,-1.1,-0.6
Saint-Saphorin (Lavaux),-5.5,-1.0,-0.3,0.0,-0.5,-1.6,-0.8,-0.5,0.0,1.0,-0.8,0.3,0.5,1.8,0.0,0.0,5.5,1.0,0.3,0.0,0.5,1.6,0.8,0.5,0.0,-1.0,0.8,-0.3,-0.5,-1.8,0.0,0.0
Savigny,1.7,0.0,-0.9,-0.7,-0.1,0.3,0.2,-0.3,0.3,0.0,0.4,0.4,0.5,0.7,0.6,0.3,-1.7,0.0,0.9,0.7,0.1,-0.3,-0.2,0.3,-0.3,-0.0,-0.4,-0.4,-0.5,-0.7,-0.6,-0.3
Bourg-en-Lavaux,2.1,0.0,-0.3,0.1,-0.3,-0.2,0.2,0.0,0.3,0.1,0.3,0.4,0.9,0.6,0.3,0.4,-2.1,0.0,0.3,-0.1,0.3,0.2,-0.2,-0.0,-0.3,-0.1,-0.3,-0.4,-0.9,-0.6,-0.3,-0.4
Essertes,0.6,-0.9,-1.5,0.3,-0.6,1.2,-0.6,0.0,0.0,0.0,0.6,-1.2,0.6,0.3,0.6,0.3,-0.6,0.9,1.5,-0.3,0.6,-1.2,0.6,0.0,0.0,0.0,-0.6,1.2,-0.6,-0.3,-0.6,-0.3
Ferlens (VD),4.8,1.5,-0.6,0.9,0.6,0.0,0.6,-1.2,1.2,1.2,0.9,0.9,0.3,0.0,0.3,0.3,-4.8,-1.5,0.6,-0.9,-0.6,0.0,-0.6,1.2,-1.2,-1.2,-0.9,-0.9,-0.3,0.0,-0.3,-0.3
Maracon,2.7,0.2,-0.2,-0.2,0.0,0.7,-0.2,0.9,-0.2,-0.2,-0.2,0.7,0.2,0.5,0.5,0.0,-2.7,-0.2,0.2,0.2,0.0,-0.7,0.2,-0.9,0.2,0.2,0.2,-0.7,-0.2,-0.5,-0.5,0.0
Mézières (VD),4.6,-0.5,-0.4,-0.7,0.0,0.7,0.8,-0.3,0.5,0.5,0.9,1.2,0.2,0.4,1.3,0.3,-4.6,0.5,0.4,0.7,0.0,-0.7,-0.8,0.3,-0.5,-0.5,-0.9,-1.2,-0.2,-0.4,-1.3,-0.3
Montpreveyres,-2.7,-1.0,1.3,-0.8,-0.5,-0.3,0.6,0.3,0.2,-0.2,0.2,-0.2,0.0,0.6,0.2,0.2,2.7,1.0,-1.3,0.8,0.5,0.3,-0.6,-0.3,-0.2,0.2,-0.2,0.2,0.0,-0.6,-0.2,-0.2
Servion,1.6,-0.3,0.1,0.5,-0.3,0.4,-0.5,0.3,0.2,0.4,0.4,0.6,0.1,0.2,0.3,0.2,-1.6,0.3,-0.1,-0.5,0.3,-0.4,0.5,-0.3,-0.2,-0.4,-0.4,-0.6,-0.1,-0.2,-0.3,-0.2
Oron,3.0,-0.5,-0.5,-0.3,-0.2,0.1,0.3,0.2,0.2,0.3,0.2,0.5,0.5,0.7,0.7,0.5,-3.0,0.5,0.5,0.3,0.2,-0.1,-0.3,-0.2,-0.2,-0.3,-0.2,-0.5,-0.5,-0.7,-0.7,-0.5
Apples,4.3,-1.0,-0.1,-0.9,0.4,0.4,0.7,-0.3,0.3,0.0,0.2,0.6,0.5,0.3,0.6,0.5,-4.3,1.0,0.1,0.9,-0.4,-0.4,-0.7,0.3,-0.3,0.0,-0.2,-0.6,-0.5,-0.3,-0.6,-0.5
